Tiempo,Sensor_Analogico,Sensor_Digital,Diferencia,Datos_Crudos_Sensor_Analogico
2025-05-18 21:49:00,59.1,58.1,1.0,680
2025-05-18 21:49:00,56.8,58.1,-1.2,675
2025-05-18 21:49:00,58.9,58.0,0.9,680
2025-05-18 21:49:00,58.5,58.0,0.5,679
2025-05-18 21:49:00,56.7,58.0,-1.3,675
2025-05-18 21:49:00,58.2,58.0,0.2,678
2025-05-18 21:49:00,58.4,58.0,0.4,679
2025-05-18 21:49:00,57.8,57.9,-0.2,677
2025-05-18 21:49:00,56.6,57.9,-1.3,675
2025-05-18 21:49:00,58.7,57.9,0.8,679
2025-05-18 21:49:00,59.2,57.9,1.3,680
2025-05-18 21:49:00,56.9,57.9,-1.0,675
2025-05-18 21:49:00,59.4,57.8,1.6,681
2025-05-18 21:49:00,59.2,57.8,1.4,680
2025-05-18 21:49:00,57.6,57.8,-0.2,677
2025-05-18 21:49:00,58.8,57.8,1.0,679
2025-05-18 21:49:00,59.2,57.7,1.5,680
2025-05-18 21:49:00,58.6,57.7,0.8,679
2025-05-18 21:49:00,57.1,57.7,-0.6,676
2025-05-18 21:49:00,59.2,57.7,1.5,680
2025-05-18 21:49:00,59.5,57.6,1.9,681
2025-05-18 21:49:00,56.9,57.6,-0.7,676
2025-05-18 21:49:00,59.2,57.6,1.7,680
2025-05-18 21:49:00,58.9,57.6,1.4,680
2025-05-18 21:49:00,57.4,57.6,-0.1,677
2025-05-18 21:49:00,58.3,57.5,0.8,678
2025-05-18 21:49:00,58.9,57.6,1.3,680
2025-05-18 21:49:00,58.6,57.5,1.1,679
2025-05-18 21:49:00,57.5,57.5,0.0,677
2025-05-18 21:49:00,59.4,57.5,1.9,681
2025-05-18 21:49:00,60.0,57.5,2.5,682
2025-05-18 21:49:00,57.5,57.5,0.0,677
2025-05-18 21:49:00,59.9,57.5,2.4,682
2025-05-18 21:49:00,59.5,57.4,2.1,681
2025-05-18 21:49:00,58.0,57.4,0.5,678
2025-05-18 21:49:00,58.6,57.4,1.2,679
2025-05-18 21:49:00,59.4,57.4,2.0,681
2025-05-18 21:49:00,59.1,57.4,1.8,680
2025-05-18 21:49:00,57.4,57.4,0.0,676
2025-05-18 21:50:00,59.5,57.4,2.1,681
2025-05-18 21:50:00,59.7,57.4,2.3,681
2025-05-18 21:50:00,57.6,57.3,0.3,677
2025-05-18 21:50:00,59.2,57.3,1.9,680
2025-05-18 21:50:00,59.0,57.2,1.8,680
2025-05-18 21:50:00,58.2,57.2,0.9,678
2025-05-18 21:50:00,57.3,57.2,0.0,676
2025-05-18 21:50:00,59.0,57.2,1.7,680
2025-05-18 21:50:00,59.4,57.2,2.1,681
2025-05-18 21:50:00,57.1,57.2,-0.1,676
2025-05-18 21:50:00,59.5,57.2,2.2,681
2025-05-18 21:50:00,59.5,57.2,2.2,681
2025-05-18 21:50:00,57.3,57.2,0.0,676
2025-05-18 21:50:00,59.4,57.2,2.1,681
2025-05-18 21:50:00,58.9,57.2,1.7,680
2025-05-18 21:50:00,57.4,57.2,0.2,676
2025-05-18 21:50:00,58.4,57.2,1.2,679
2025-05-18 21:50:00,58.6,57.1,1.5,679
2025-05-18 21:50:00,57.5,57.1,0.4,677
2025-05-18 21:50:00,57.3,57.1,0.2,676
2025-05-18 21:50:00,58.5,57.1,1.4,679
2025-05-18 21:50:00,57.6,57.1,0.5,677
2025-05-18 21:50:00,56.9,57.0,-0.1,675
2025-05-18 21:50:00,58.2,57.0,1.2,678
2025-05-18 21:50:00,57.2,57.0,0.2,676
2025-05-18 21:50:00,56.6,57.0,-0.4,675
2025-05-18 21:50:00,58.1,56.9,1.2,678
2025-05-18 21:50:00,57.3,56.9,0.4,676
2025-05-18 21:50:00,57.1,56.9,0.2,676
2025-05-18 21:50:00,58.4,56.9,1.5,679
2025-05-18 21:50:00,57.4,56.9,0.5,677
2025-05-18 21:50:00,58.1,56.9,1.2,678
2025-05-18 21:50:00,58.9,56.8,2.1,680
2025-05-18 21:50:00,57.7,56.8,0.9,677
2025-05-18 21:50:00,59.2,56.8,2.4,680
2025-05-18 21:50:00,58.9,56.7,2.1,680
2025-05-18 21:50:00,57.4,56.7,0.7,677
2025-05-18 21:50:00,59.2,56.7,2.4,680
2025-05-18 21:50:00,59.0,56.7,2.3,680
2025-05-18 21:50:00,57.6,56.7,0.9,677
2025-05-18 21:50:00,59.0,56.7,2.3,680
2025-05-18 21:50:00,59.4,56.7,2.7,681
2025-05-18 21:50:00,58.5,56.7,1.8,679
2025-05-18 21:50:00,58.0,56.7,1.3,678
2025-05-18 21:50:00,59.4,56.7,2.7,681
2025-05-18 21:50:00,59.7,56.6,3.1,681
2025-05-18 21:50:00,57.5,56.6,0.9,677
2025-05-18 21:50:00,59.7,56.6,3.0,681
2025-05-18 21:50:00,59.6,56.6,3.0,681
2025-05-18 21:50:00,57.8,56.6,1.2,677
2025-05-18 21:50:00,59.5,56.6,2.9,681
2025-05-18 21:50:00,59.4,56.6,2.8,681
2025-05-18 21:50:00,58.1,56.6,1.6,678
2025-05-18 21:50:00,58.3,56.6,1.7,678
2025-05-18 21:50:00,59.4,56.5,2.9,681
2025-05-18 21:50:00,59.0,56.5,2.5,680
2025-05-18 21:50:00,57.9,56.5,1.4,678
2025-05-18 21:51:00,59.4,56.5,2.9,681
2025-05-18 21:51:00,59.0,56.5,2.5,680
2025-05-18 21:51:00,58.1,56.4,1.7,678
2025-05-18 21:51:00,59.5,56.4,3.1,681
2025-05-18 21:51:00,58.7,56.4,2.2,679
2025-05-18 21:51:00,58.8,56.4,2.3,679
2025-05-18 21:51:00,59.6,56.4,3.2,681
2025-05-18 21:51:00,58.0,56.4,1.6,678
2025-05-18 21:51:00,59.7,56.4,3.3,681
2025-05-18 21:51:00,59.4,56.4,3.0,681
2025-05-18 21:51:00,57.6,56.3,1.3,677
2025-05-18 21:51:00,59.6,56.4,3.2,681
2025-05-18 21:51:00,59.3,56.3,3.0,680
2025-05-18 21:51:00,57.1,56.3,0.8,676
2025-05-18 21:51:00,59.0,56.3,2.7,680
2025-05-18 21:51:00,59.1,56.2,2.8,680
2025-05-18 21:51:00,56.9,56.2,0.6,675
2025-05-18 21:51:00,58.8,56.2,2.5,679
2025-05-18 21:51:00,59.0,56.2,2.8,680
2025-05-18 21:51:00,56.6,56.1,0.5,675
2025-05-18 21:51:00,58.8,56.2,2.6,679
2025-05-18 21:51:00,59.0,56.1,2.9,680
2025-05-18 21:51:00,56.5,56.1,0.4,675
2025-05-18 21:51:00,58.8,56.1,2.7,679
2025-05-18 21:51:00,59.1,56.1,3.0,680
2025-05-18 21:51:00,56.6,56.1,0.6,675
2025-05-18 21:51:00,58.5,56.1,2.5,679
2025-05-18 21:51:00,58.6,56.1,2.5,679
2025-05-18 21:51:00,56.4,56.1,0.4,675
2025-05-18 21:51:00,58.5,56.1,2.4,679
2025-05-18 21:51:00,58.1,56.1,2.0,678
2025-05-18 21:51:00,56.8,56.1,0.8,675
2025-05-18 21:51:00,57.5,56.0,1.5,677
2025-05-18 21:51:00,58.4,56.0,2.4,679
2025-05-18 21:51:00,57.8,56.0,1.8,677
2025-05-18 21:51:00,56.4,56.0,0.4,675
2025-05-18 21:51:00,58.1,56.0,2.1,678
2025-05-18 21:51:00,58.3,55.9,2.4,678
2025-05-18 21:51:00,56.0,55.9,0.1,674
2025-05-18 21:51:00,58.3,55.9,2.4,678
2025-05-18 21:51:00,58.3,55.9,2.4,678
2025-05-18 21:51:00,56.4,55.9,0.6,675
2025-05-18 21:51:00,58.5,55.9,2.6,679
2025-05-18 21:51:00,58.2,55.8,2.4,678
2025-05-18 21:51:00,56.5,55.8,0.7,675
2025-05-18 21:51:00,58.3,55.8,2.5,678
2025-05-18 21:51:00,58.2,55.7,2.5,678
2025-05-18 21:51:00,56.8,55.7,1.1,675
2025-05-18 21:51:00,58.3,55.7,2.5,678
2025-05-18 21:51:00,58.3,55.7,2.7,678
2025-05-18 21:51:00,56.9,55.6,1.3,676
2025-05-18 21:51:00,58.9,55.7,3.2,680
2025-05-18 21:51:00,58.4,55.7,2.8,679
2025-05-18 21:51:00,56.4,55.6,0.8,675
2025-05-18 21:51:00,58.3,55.6,2.7,678
2025-05-18 21:51:00,57.9,55.6,2.3,678
2025-05-18 21:52:00,56.2,55.6,0.6,674
2025-05-18 21:52:00,58.1,55.6,2.5,678
2025-05-18 21:52:00,57.8,55.6,2.2,677
2025-05-18 21:52:00,56.1,55.6,0.5,674
2025-05-18 21:52:00,57.2,55.6,1.6,676
2025-05-18 21:52:00,57.4,55.6,1.9,677
2025-05-18 21:52:00,56.7,55.6,1.1,675
2025-05-18 21:52:00,55.7,55.6,0.1,673
2025-05-18 21:52:00,57.7,55.5,2.2,677
2025-05-18 21:52:00,58.0,55.5,2.5,678
2025-05-18 21:52:00,56.0,55.4,0.6,674
2025-05-18 21:52:00,57.6,55.4,2.2,677
2025-05-18 21:52:00,57.6,55.4,2.1,677
2025-05-18 21:52:00,57.2,55.4,1.8,676
2025-05-18 21:52:00,55.7,55.4,0.3,673
2025-05-18 21:52:00,57.7,55.4,2.3,677
2025-05-18 21:52:00,57.7,55.3,2.4,677
2025-05-18 21:52:00,56.0,55.3,0.6,674
2025-05-18 21:52:00,57.1,55.3,1.8,676
2025-05-18 21:52:00,57.4,55.2,2.2,677
2025-05-18 21:52:00,57.3,55.2,2.0,676
2025-05-18 21:52:00,55.4,55.2,0.2,672
2025-05-18 21:52:00,57.4,55.2,2.2,677
2025-05-18 21:52:00,57.2,55.2,2.0,676
2025-05-18 21:52:00,55.5,55.2,0.3,673
2025-05-18 21:52:00,56.7,55.1,1.6,675
2025-05-18 21:52:00,57.0,55.1,1.9,676
2025-05-18 21:52:00,56.6,55.1,1.5,675
2025-05-18 21:52:00,55.0,55.1,-0.1,672
2025-05-18 21:52:00,57.0,55.1,1.9,676
2025-05-18 21:52:00,57.4,55.1,2.3,677
2025-05-18 21:52:00,55.2,55.1,0.1,672
2025-05-18 21:52:00,57.3,55.1,2.2,676
2025-05-18 21:52:00,57.0,55.1,1.9,676
2025-05-18 21:52:00,55.5,55.1,0.3,673
2025-05-18 21:52:00,57.0,55.1,2.0,676
2025-05-18 21:52:00,57.0,55.1,2.0,676
2025-05-18 21:52:00,56.0,55.1,0.9,674
2025-05-18 21:52:00,56.4,55.1,1.3,674
2025-05-18 21:52:00,57.4,55.1,2.4,677
2025-05-18 21:52:00,56.6,55.1,1.5,675
2025-05-18 21:52:00,56.1,55.0,1.1,674
2025-05-18 21:52:00,57.4,55.0,2.4,677
2025-05-18 21:52:00,56.8,54.9,1.9,675
2025-05-18 21:52:00,55.7,54.9,0.7,673
2025-05-18 21:52:00,57.4,54.9,2.5,677
2025-05-18 21:52:00,57.2,54.9,2.3,676
2025-05-18 21:52:00,55.5,54.9,0.6,673
2025-05-18 21:52:00,57.4,54.8,2.6,677
2025-05-18 21:52:00,57.7,54.8,2.8,677
2025-05-18 21:52:00,55.5,54.8,0.7,673
2025-05-18 21:52:00,57.4,54.8,2.6,677
2025-05-18 21:52:00,57.6,54.7,2.9,677
2025-05-18 21:52:00,55.5,54.7,0.8,673
2025-05-18 21:52:00,57.6,54.7,2.9,677
2025-05-18 21:52:00,57.2,54.7,2.5,676
2025-05-18 21:52:00,55.5,54.7,0.8,673
2025-05-18 21:53:00,56.9,54.7,2.2,676
2025-05-18 21:53:00,57.0,54.6,2.4,676
2025-05-18 21:53:00,56.1,54.6,1.5,674
2025-05-18 21:53:00,55.3,54.6,0.7,672
2025-05-18 21:53:00,56.9,54.6,2.3,676
2025-05-18 21:53:00,57.3,54.6,2.7,676
2025-05-18 21:53:00,55.0,54.6,0.4,672
2025-05-18 21:53:00,57.2,54.6,2.7,676
2025-05-18 21:53:00,56.8,54.6,2.2,675
2025-05-18 21:53:00,55.6,54.6,1.0,673
2025-05-18 21:53:00,55.0,54.6,0.4,672
2025-05-18 21:53:00,56.6,54.6,2.1,675
2025-05-18 21:53:00,56.9,54.5,2.4,675
2025-05-18 21:53:00,54.6,54.5,0.1,671
2025-05-18 21:53:00,56.1,54.5,1.6,674
2025-05-18 21:53:00,56.2,54.5,1.7,674
2025-05-18 21:53:00,55.8,54.5,1.3,673
2025-05-18 21:53:00,54.0,54.5,-0.5,670
2025-05-18 21:53:00,56.1,54.4,1.7,674
2025-05-18 21:53:00,56.5,54.4,2.1,675
2025-05-18 21:53:00,54.6,54.4,0.3,671
2025-05-18 21:53:00,56.3,54.4,2.0,674
2025-05-18 21:53:00,56.4,54.3,2.1,674
2025-05-18 21:53:00,55.4,54.3,1.1,672
2025-05-18 21:53:00,54.7,54.3,0.4,671
2025-05-18 21:53:00,56.4,54.3,2.1,675
2025-05-18 21:53:00,56.6,54.3,2.3,675
2025-05-18 21:53:00,54.5,54.3,0.2,671
2025-05-18 21:53:00,56.7,54.3,2.4,675
2025-05-18 21:53:00,56.4,54.3,2.1,675
2025-05-18 21:53:00,55.0,54.2,0.8,672
2025-05-18 21:53:00,55.8,54.2,1.6,673
2025-05-18 21:53:00,56.5,54.2,2.3,675
2025-05-18 21:53:00,56.5,54.2,2.2,675
2025-05-18 21:53:00,54.6,54.2,0.4,671
2025-05-18 21:53:00,56.7,54.2,2.4,675
2025-05-18 21:53:00,56.9,54.2,2.7,675
2025-05-18 21:53:00,54.7,54.2,0.5,671
2025-05-18 21:53:00,56.5,54.1,2.4,675
2025-05-18 21:53:00,56.1,54.1,2.0,674
2025-05-18 21:53:00,54.9,54.1,0.8,671
2025-05-18 21:53:00,54.5,54.1,0.4,671
2025-05-18 21:53:00,55.5,54.1,1.4,673
2025-05-18 21:53:00,55.7,54.1,1.5,673
2025-05-18 21:53:00,53.5,54.1,-0.6,669
2025-05-18 21:53:00,55.6,54.1,1.5,673
2025-05-18 21:53:00,55.6,54.1,1.5,673
2025-05-18 21:53:00,53.8,54.1,-0.3,669
2025-05-18 21:53:00,55.5,54.1,1.4,673
2025-05-18 21:53:00,55.5,54.1,1.4,673
2025-05-18 21:53:00,54.6,54.1,0.5,671
2025-05-18 21:53:00,54.0,54.1,-0.1,670
2025-05-18 21:53:00,55.5,54.1,1.4,673
2025-05-18 21:53:00,55.7,54.0,1.7,673
2025-05-18 21:53:00,53.6,54.0,-0.4,669
2025-05-18 21:53:00,55.7,54.0,1.7,673
2025-05-18 21:54:00,55.9,54.0,1.9,673
2025-05-18 21:54:00,53.9,53.9,0.0,669
2025-05-18 21:54:00,56.0,53.9,2.0,674
2025-05-18 21:54:00,55.5,53.9,1.6,673
2025-05-18 21:54:00,54.1,53.9,0.2,670
2025-05-18 21:54:00,55.4,53.9,1.5,672
2025-05-18 21:54:00,55.7,53.9,1.8,673
2025-05-18 21:54:00,54.9,53.9,1.1,671
2025-05-18 21:54:00,54.6,53.9,0.7,671
2025-05-18 21:54:00,56.0,53.9,2.1,674
2025-05-18 21:54:00,56.1,53.8,2.3,674
2025-05-18 21:54:00,54.0,53.9,0.1,670
2025-05-18 21:54:00,56.0,53.8,2.2,674
2025-05-18 21:54:00,56.2,53.8,2.4,674
2025-05-18 21:54:00,54.0,53.8,0.2,670
2025-05-18 21:54:00,56.0,53.8,2.1,674
2025-05-18 21:54:00,56.1,53.7,2.3,674
2025-05-18 21:54:00,53.7,53.7,-0.1,669
2025-05-18 21:54:00,55.5,53.7,1.7,673
2025-05-18 21:54:00,56.0,53.7,2.3,674
2025-05-18 21:54:00,53.6,53.7,-0.1,669
2025-05-18 21:54:00,55.5,53.6,1.8,673
2025-05-18 21:54:00,55.5,53.7,1.8,673
2025-05-18 21:54:00,53.6,53.6,0.0,669
2025-05-18 21:54:00,55.5,53.6,1.9,673
2025-05-18 21:54:00,55.1,53.6,1.5,672
2025-05-18 21:54:00,53.9,53.6,0.3,669
2025-05-18 21:54:00,55.5,53.6,1.8,673
2025-05-18 21:54:00,54.8,53.6,1.2,671
2025-05-18 21:54:00,53.8,53.6,0.2,669
2025-05-18 21:54:00,55.5,53.6,1.9,673
2025-05-18 21:54:00,54.8,53.6,1.2,671
2025-05-18 21:54:00,54.1,53.5,0.6,670
2025-05-18 21:54:00,55.5,53.5,2.0,673
2025-05-18 21:54:00,54.5,53.4,1.1,671
2025-05-18 21:54:00,54.5,53.4,1.0,671
2025-05-18 21:54:00,55.5,53.4,2.1,673
2025-05-18 21:54:00,54.2,53.4,0.9,670
2025-05-18 21:54:00,55.5,53.3,2.2,673
2025-05-18 21:54:00,55.2,53.2,2.0,672
2025-05-18 21:54:00,53.6,53.2,0.4,669
2025-05-18 21:54:00,55.5,53.2,2.3,673
2025-05-18 21:54:00,55.3,53.2,2.0,672
2025-05-18 21:54:00,53.5,53.2,0.3,669
2025-05-18 21:54:00,55.6,53.2,2.3,673
2025-05-18 21:54:00,55.8,53.2,2.6,673
2025-05-18 21:54:00,53.9,53.2,0.7,669
2025-05-18 21:54:00,56.1,53.2,2.8,674
2025-05-18 21:54:00,56.4,53.2,3.2,674
2025-05-18 21:54:00,54.0,53.2,0.9,670
2025-05-18 21:54:00,56.3,53.2,3.1,674
2025-05-18 21:54:00,56.4,53.2,3.2,674
2025-05-18 21:54:00,54.3,53.2,1.2,670
2025-05-18 21:54:00,56.1,53.1,3.0,674
2025-05-18 21:54:00,56.1,53.1,3.0,674
2025-05-18 21:54:00,54.4,53.1,1.3,670
2025-05-18 21:54:00,56.6,53.1,3.5,675
2025-05-18 21:55:00,56.0,53.1,2.9,674
2025-05-18 21:55:00,54.6,53.1,1.5,671
2025-05-18 21:55:00,55.7,53.1,2.5,673
2025-05-18 21:55:00,55.7,53.1,2.6,673
2025-05-18 21:55:00,54.7,53.1,1.7,671
2025-05-18 21:55:00,53.9,53.1,0.8,669
2025-05-18 21:55:00,55.4,53.0,2.4,672
2025-05-18 21:55:00,55.7,53.0,2.7,673
2025-05-18 21:55:00,53.5,53.0,0.5,669
2025-05-18 21:55:00,55.5,53.0,2.5,673
2025-05-18 21:55:00,55.3,53.0,2.3,672
2025-05-18 21:55:00,53.5,53.0,0.5,668
2025-05-18 21:55:00,55.1,53.0,2.1,672
2025-05-18 21:55:00,55.0,53.0,2.0,672
2025-05-18 21:55:00,54.1,53.0,1.1,670
2025-05-18 21:55:00,53.4,52.9,0.5,668
2025-05-18 21:55:00,55.0,52.9,2.1,672
2025-05-18 21:55:00,55.4,52.9,2.5,672
2025-05-18 21:55:00,53.5,52.9,0.6,668
2025-05-18 21:55:00,55.2,52.9,2.3,672
2025-05-18 21:55:00,55.0,52.9,2.1,672
2025-05-18 21:55:00,54.5,52.9,1.7,671
2025-05-18 21:55:00,53.4,52.9,0.5,668
2025-05-18 21:55:00,55.1,52.9,2.2,672
2025-05-18 21:55:00,55.1,52.8,2.3,672
2025-05-18 21:55:00,53.3,52.8,0.5,668
2025-05-18 21:55:00,54.8,52.8,2.0,671
2025-05-18 21:55:00,55.0,52.8,2.2,672
2025-05-18 21:55:00,54.6,52.7,1.9,671
2025-05-18 21:55:00,53.2,52.7,0.5,668
2025-05-18 21:55:00,55.0,52.7,2.2,672
2025-05-18 21:55:00,55.0,52.7,2.3,672
2025-05-18 21:55:00,52.7,52.7,0.0,667
2025-05-18 21:55:00,54.5,52.7,1.8,671
2025-05-18 21:55:00,54.3,52.7,1.6,670
2025-05-18 21:55:00,53.3,52.7,0.6,668
2025-05-18 21:55:00,53.0,52.6,0.4,668
2025-05-18 21:55:00,54.4,52.6,1.8,670
2025-05-18 21:55:00,54.6,52.6,2.0,671
2025-05-18 21:55:00,52.6,52.6,0.0,667
2025-05-18 21:55:00,54.5,52.6,2.0,671
2025-05-18 21:55:00,54.9,52.6,2.4,671
2025-05-18 21:55:00,52.7,52.6,0.1,667
2025-05-18 21:55:00,54.9,52.6,2.3,671
2025-05-18 21:55:00,54.7,52.5,2.2,671
2025-05-18 21:55:00,53.1,52.4,0.6,668
2025-05-18 21:55:00,54.6,52.4,2.1,671
2025-05-18 21:55:00,54.5,52.4,2.1,671
2025-05-18 21:55:00,53.5,52.4,1.1,669
2025-05-18 21:55:00,53.0,52.4,0.6,667
2025-05-18 21:55:00,54.4,52.3,2.1,670
2025-05-18 21:55:00,54.4,52.3,2.1,670
2025-05-18 21:55:00,52.5,52.3,0.2,667
2025-05-18 21:55:00,54.5,52.3,2.2,671
2025-05-18 21:55:00,54.7,52.2,2.4,671
2025-05-18 21:55:00,52.1,52.2,-0.2,666
2025-05-18 21:56:00,54.2,52.2,2.1,670
2025-05-18 21:56:00,54.5,52.2,2.3,671
2025-05-18 21:56:00,52.5,52.2,0.3,667
2025-05-18 21:56:00,54.5,52.2,2.3,671
2025-05-18 21:56:00,54.6,52.2,2.3,671
2025-05-18 21:56:00,52.2,52.2,0.0,666
2025-05-18 21:56:00,54.1,52.2,1.8,670
2025-05-18 21:56:00,54.6,52.2,2.4,671
2025-05-18 21:56:00,52.4,52.2,0.2,666
2025-05-18 21:56:00,54.1,52.2,1.9,670
2025-05-18 21:56:00,54.7,52.2,2.4,671
2025-05-18 21:56:00,52.5,52.2,0.3,667
2025-05-18 21:56:00,54.5,52.2,2.3,671
2025-05-18 21:56:00,54.9,52.2,2.7,671
2025-05-18 21:56:00,52.7,52.2,0.5,667
2025-05-18 21:56:00,54.8,52.2,2.6,671
2025-05-18 21:56:00,55.1,52.2,2.9,672
2025-05-18 21:56:00,53.0,52.2,0.8,668
2025-05-18 21:56:00,55.2,52.1,3.1,672
2025-05-18 21:56:00,55.3,52.1,3.2,672
2025-05-18 21:56:00,53.4,52.1,1.3,668
2025-05-18 21:56:00,55.6,52.1,3.4,673
2025-05-18 21:56:00,55.3,52.1,3.1,672
2025-05-18 21:56:00,53.6,52.1,1.4,669
2025-05-18 21:56:00,55.4,52.1,3.3,672
2025-05-18 21:56:00,55.0,52.1,2.9,672
2025-05-18 21:56:00,53.3,52.1,1.3,668
2025-05-18 21:56:00,54.9,52.1,2.8,671
2025-05-18 21:56:00,54.9,52.1,2.9,671
2025-05-18 21:56:00,53.7,52.1,1.6,669
2025-05-18 21:56:00,54.4,52.0,2.4,670
2025-05-18 21:56:00,54.9,52.1,2.9,671
2025-05-18 21:56:00,53.9,52.0,1.9,669
2025-05-18 21:56:00,54.0,52.0,2.0,670
2025-05-18 21:56:00,55.0,52.0,3.0,672
2025-05-18 21:56:00,54.4,52.0,2.4,670
2025-05-18 21:56:00,53.5,52.0,1.5,668
2025-05-18 21:56:00,55.0,52.0,3.0,672
2025-05-18 21:56:00,55.3,52.0,3.3,672
2025-05-18 21:56:00,53.4,51.9,1.5,668
2025-05-18 21:56:00,55.4,51.9,3.5,672
2025-05-18 21:56:00,55.3,52.0,3.3,672
2025-05-18 21:56:00,53.6,51.9,1.7,669
2025-05-18 21:56:00,55.0,51.9,3.0,672
2025-05-18 21:56:00,55.4,51.9,3.4,672
2025-05-18 21:56:00,54.8,51.9,2.9,671
2025-05-18 21:56:00,53.2,51.9,1.3,668
2025-05-18 21:56:00,55.2,51.9,3.3,672
2025-05-18 21:56:00,55.0,51.9,3.1,672
2025-05-18 21:56:00,53.7,51.9,1.8,669
2025-05-18 21:56:00,54.0,51.9,2.2,670
2025-05-18 21:56:00,55.0,51.8,3.2,672
2025-05-18 21:56:00,55.3,51.8,3.5,672
2025-05-18 21:56:00,53.1,51.8,1.3,668
2025-05-18 21:56:00,55.3,51.8,3.5,672
2025-05-18 21:56:00,55.1,51.8,3.3,672
2025-05-18 21:56:00,53.7,51.8,1.8,669
2025-05-18 21:57:00,54.8,51.8,3.0,671
2025-05-18 21:57:00,55.0,51.7,3.3,672
2025-05-18 21:57:00,54.7,51.8,2.9,671
2025-05-18 21:57:00,53.5,51.7,1.7,668
2025-05-18 21:57:00,55.0,51.7,3.3,672
2025-05-18 21:57:00,55.4,51.7,3.6,672
2025-05-18 21:57:00,53.3,51.7,1.6,668
2025-05-18 21:57:00,55.4,51.7,3.7,672
2025-05-18 21:57:00,55.2,51.7,3.5,672
2025-05-18 21:57:00,53.1,51.7,1.4,668
2025-05-18 21:57:00,54.8,51.6,3.2,671
2025-05-18 21:57:00,54.5,51.6,2.9,671
2025-05-18 21:57:00,53.5,51.6,1.8,668
2025-05-18 21:57:00,53.6,51.6,1.9,669
2025-05-18 21:57:00,54.5,51.6,2.9,671
2025-05-18 21:57:00,53.9,51.6,2.3,669
2025-05-18 21:57:00,52.7,51.6,1.1,667
2025-05-18 21:57:00,54.1,51.6,2.6,670
2025-05-18 21:57:00,54.2,51.6,2.6,670
2025-05-18 21:57:00,52.2,51.6,0.7,666
2025-05-18 21:57:00,54.2,51.5,2.7,670
2025-05-18 21:57:00,54.5,51.6,3.0,671
2025-05-18 21:57:00,52.4,51.5,0.9,666
2025-05-18 21:57:00,54.4,51.5,2.9,670
2025-05-18 21:57:00,54.0,51.5,2.5,670
2025-05-18 21:57:00,52.5,51.5,1.0,666
2025-05-18 21:57:00,53.0,51.5,1.5,668
2025-05-18 21:57:00,53.6,51.4,2.1,669
2025-05-18 21:57:00,53.6,51.4,2.2,669
2025-05-18 21:57:00,51.9,51.4,0.5,665
2025-05-18 21:57:00,54.0,51.4,2.6,670
2025-05-18 21:57:00,53.9,51.4,2.4,669
2025-05-18 21:57:00,52.3,51.4,1.0,666
2025-05-18 21:57:00,52.5,51.4,1.1,666
2025-05-18 21:57:00,53.5,51.3,2.2,669
2025-05-18 21:57:00,53.6,51.4,2.2,669
2025-05-18 21:57:00,51.6,51.3,0.2,665
2025-05-18 21:57:00,53.3,51.3,2.0,668
2025-05-18 21:57:00,53.2,51.3,1.9,668
2025-05-18 21:57:00,52.8,51.3,1.5,667
2025-05-18 21:57:00,51.6,51.2,0.3,665
2025-05-18 21:57:00,53.4,51.2,2.2,668
2025-05-18 21:57:00,53.3,51.2,2.1,668
2025-05-18 21:57:00,51.5,51.2,0.3,664
2025-05-18 21:57:00,52.7,51.2,1.5,667
2025-05-18 21:57:00,53.1,51.2,1.9,668
2025-05-18 21:57:00,52.5,51.2,1.3,667
2025-05-18 21:57:00,51.7,51.2,0.5,665
2025-05-18 21:57:00,53.3,51.1,2.2,668
2025-05-18 21:57:00,53.8,51.2,2.6,669
2025-05-18 21:57:00,51.6,51.1,0.4,665
2025-05-18 21:57:00,53.6,51.1,2.4,669
2025-05-18 21:57:00,53.8,51.1,2.7,669
2025-05-18 21:57:00,51.8,51.1,0.7,665
2025-05-18 21:57:00,53.9,51.1,2.9,669
2025-05-18 21:57:00,53.5,51.1,2.4,669
2025-05-18 21:57:00,51.9,51.0,0.9,665
2025-05-18 21:58:00,53.2,51.0,2.2,668
2025-05-18 21:58:00,53.3,51.0,2.3,668
2025-05-18 21:58:00,52.3,51.0,1.3,666
2025-05-18 21:58:00,52.4,50.9,1.4,666
2025-05-18 21:58:00,53.5,50.9,2.6,669
2025-05-18 21:58:00,52.8,50.9,1.9,667
2025-05-18 21:58:00,51.8,50.9,0.8,665
2025-05-18 21:58:00,53.0,50.9,2.1,668
2025-05-18 21:58:00,53.2,50.9,2.3,668
2025-05-18 21:58:00,51.1,50.9,0.2,664
2025-05-18 21:58:00,53.1,50.9,2.2,668
2025-05-18 21:58:00,53.5,50.9,2.6,668
2025-05-18 21:58:00,51.3,50.9,0.4,664
2025-05-18 21:58:00,53.4,50.9,2.5,668
2025-05-18 21:58:00,53.1,50.8,2.3,668
2025-05-18 21:58:00,51.3,50.8,0.5,664
2025-05-18 21:58:00,53.2,50.7,2.5,668
2025-05-18 21:58:00,52.6,50.7,1.9,667
2025-05-18 21:58:00,51.4,50.7,0.6,664
2025-05-18 21:58:00,52.2,50.7,1.5,666
2025-05-18 21:58:00,52.6,50.7,1.9,667
2025-05-18 21:58:00,51.7,50.7,1.0,665
2025-05-18 21:58:00,51.8,50.7,1.1,665
