Tiempo,Sensor_Analogico,Sensor_Digital,Diferencia,Datos_Crudos_Sensor_Analogico
2025-05-18 21:16:00,30.9,12.7,18.2,622
2025-05-18 21:16:00,30.9,12.9,18.0,622
2025-05-18 21:16:00,32.2,13.1,19.1,625
2025-05-18 21:16:00,32.6,13.3,19.3,626
2025-05-18 21:16:00,30.5,13.4,17.1,621
2025-05-18 21:16:00,32.5,13.6,18.8,625
2025-05-18 21:16:00,32.5,13.8,18.7,626
2025-05-18 21:16:00,31.7,14.0,17.7,624
2025-05-18 21:16:00,30.8,14.1,16.6,622
2025-05-18 21:16:00,32.3,14.3,18.0,625
2025-05-18 21:16:00,32.5,14.5,18.0,626
2025-05-18 21:16:00,30.1,14.6,15.5,621
2025-05-18 21:16:00,31.8,14.8,17.0,624
2025-05-18 21:16:00,30.8,14.9,15.9,622
2025-05-18 21:16:00,28.2,15.0,13.2,617
2025-05-18 21:16:00,28.9,15.2,13.8,618
2025-05-18 21:16:00,28.3,15.3,13.0,617
2025-05-18 21:16:00,26.9,15.5,11.4,614
2025-05-18 21:16:00,26.4,15.6,10.7,613
2025-05-18 21:16:00,27.6,15.8,11.9,616
2025-05-18 21:16:00,27.7,15.9,11.9,616
2025-05-18 21:16:00,25.9,16.0,9.9,612
2025-05-18 21:16:00,28.0,16.1,11.8,616
2025-05-18 21:16:00,28.2,16.3,11.9,617
2025-05-18 21:17:00,26.6,16.4,10.2,613
2025-05-18 21:17:00,28.4,16.6,11.7,617
2025-05-18 21:17:00,28.5,16.7,11.8,617
2025-05-18 21:17:00,27.9,16.9,10.9,616
2025-05-18 21:17:00,27.4,17.1,10.3,615
2025-05-18 21:17:00,29.2,17.2,12.0,619
2025-05-18 21:17:00,29.7,17.4,12.4,620
2025-05-18 21:17:00,27.7,17.6,10.1,616
2025-05-18 21:17:00,29.7,17.7,12.0,620
2025-05-18 21:17:00,29.3,17.8,11.5,619
2025-05-18 21:17:00,27.9,18.0,9.9,616
2025-05-18 21:17:00,27.6,18.1,9.5,615
2025-05-18 21:17:00,28.4,18.2,10.2,617
2025-05-18 21:17:00,28.3,18.4,9.9,617
2025-05-18 21:17:00,26.1,18.5,7.6,612
2025-05-18 21:17:00,27.8,18.6,9.2,616
2025-05-18 21:17:00,27.8,18.6,9.2,616
2025-05-18 21:17:00,25.7,18.6,7.1,612
2025-05-18 21:17:00,28.3,18.6,9.6,617
2025-05-18 21:17:00,29.6,18.4,11.2,620
2025-05-18 21:17:00,29.2,18.1,11.1,619
2025-05-18 21:17:00,30.8,18.3,12.4,622
2025-05-18 21:17:00,32.2,18.7,13.5,625
2025-05-18 21:17:00,31.9,19.0,12.9,624
2025-05-18 21:17:00,31.9,19.3,12.6,624
2025-05-18 21:17:00,33.5,19.6,13.9,628
2025-05-18 21:17:00,33.0,19.7,13.2,626
2025-05-18 21:17:00,32.3,19.9,12.4,625
2025-05-18 21:17:00,34.0,20.0,14.0,629
2025-05-18 21:17:00,33.3,20.2,13.2,627
2025-05-18 21:17:00,32.5,20.6,12.0,626
2025-05-18 21:17:00,34.0,20.8,13.2,629
2025-05-18 21:17:00,33.9,21.1,12.9,628
2025-05-18 21:17:00,32.3,21.2,11.1,625
2025-05-18 21:17:00,34.2,21.4,12.8,629
2025-05-18 21:17:00,34.6,21.5,13.1,630
2025-05-18 21:17:00,32.5,21.6,11.0,626
2025-05-18 21:17:00,34.5,21.7,12.8,630
2025-05-18 21:17:00,34.9,21.7,13.1,630
2025-05-18 21:17:00,32.6,21.9,10.7,626
2025-05-18 21:17:00,34.8,22.1,12.7,630
2025-05-18 21:17:00,35.2,22.2,13.0,631
2025-05-18 21:17:00,33.0,22.2,10.8,627
2025-05-18 21:17:00,35.0,22.3,12.6,631
2025-05-18 21:17:00,35.4,22.4,13.0,632
2025-05-18 21:17:00,33.1,22.6,10.5,627
2025-05-18 21:17:00,35.0,22.6,12.4,631
2025-05-18 21:17:00,35.4,22.7,12.6,631
2025-05-18 21:17:00,33.1,22.9,10.3,627
2025-05-18 21:17:00,35.4,23.0,12.4,631
2025-05-18 21:17:00,35.2,23.1,12.1,631
2025-05-18 21:17:00,33.6,23.2,10.4,628
2025-05-18 21:17:00,34.3,23.3,11.0,629
2025-05-18 21:17:00,35.3,23.4,11.9,631
2025-05-18 21:17:00,35.6,23.6,12.0,632
2025-05-18 21:17:00,33.7,23.7,10.0,628
2025-05-18 21:17:00,35.5,23.8,11.7,632
2025-05-18 21:18:00,35.5,23.9,11.7,632
2025-05-18 21:18:00,35.8,24.0,11.8,632
2025-05-18 21:18:00,34.1,24.2,9.9,629
2025-05-18 21:18:00,36.4,24.2,12.2,634
2025-05-18 21:18:00,36.2,24.4,11.8,633
2025-05-18 21:18:00,35.2,24.5,10.7,631
2025-05-18 21:18:00,34.7,24.6,10.1,630
2025-05-18 21:18:00,36.4,24.6,11.8,634
2025-05-18 21:18:00,36.9,24.7,12.2,634
2025-05-18 21:18:00,34.8,24.7,10.0,630
2025-05-18 21:18:00,37.0,24.8,12.2,635
2025-05-18 21:18:00,36.9,24.9,12.0,635
2025-05-18 21:18:00,36.3,25.0,11.3,633
2025-05-18 21:18:00,35.3,25.1,10.3,631
2025-05-18 21:18:00,37.3,25.1,12.3,635
2025-05-18 21:18:00,37.5,25.2,12.4,636
2025-05-18 21:18:00,36.0,25.2,10.7,633
2025-05-18 21:18:00,36.7,25.3,11.4,634
2025-05-18 21:18:00,37.7,25.3,12.4,636
2025-05-18 21:18:00,38.1,25.4,12.7,637
2025-05-18 21:18:00,36.1,25.4,10.7,633
2025-05-18 21:18:00,38.5,25.5,13.0,638
2025-05-18 21:18:00,38.4,25.6,12.7,638
2025-05-18 21:18:00,37.4,25.7,11.7,636
2025-05-18 21:18:00,37.1,25.9,11.2,635
2025-05-18 21:18:00,39.0,26.0,13.0,639
2025-05-18 21:18:00,39.5,26.1,13.4,640
2025-05-18 21:18:00,37.6,26.2,11.5,636
2025-05-18 21:18:00,40.0,26.2,13.7,641
2025-05-18 21:18:00,39.8,26.4,13.5,641
2025-05-18 21:18:00,39.1,26.6,12.5,639
2025-05-18 21:18:00,38.5,26.6,11.8,638
2025-05-18 21:18:00,40.6,26.7,13.9,642
2025-05-18 21:18:00,41.1,26.8,14.2,643
2025-05-18 21:18:00,39.0,26.9,12.1,639
2025-05-18 21:18:00,41.0,27.1,13.9,643
2025-05-18 21:18:00,40.8,27.2,13.6,643
2025-05-18 21:18:00,40.1,27.3,12.8,641
2025-05-18 21:18:00,39.2,27.4,11.8,639
2025-05-18 21:18:00,41.0,27.5,13.5,643
2025-05-18 21:18:00,41.5,27.6,13.9,644
2025-05-18 21:18:00,39.4,27.7,11.7,640
2025-05-18 21:18:00,41.5,27.8,13.7,644
2025-05-18 21:18:00,41.7,27.9,13.8,644
2025-05-18 21:18:00,39.5,28.0,11.5,640
2025-05-18 21:18:00,42.0,28.1,14.0,645
2025-05-18 21:18:00,42.1,28.1,14.1,645
2025-05-18 21:18:00,40.1,28.1,12.0,641
2025-05-18 21:18:00,42.6,28.2,14.4,646
2025-05-18 21:18:00,42.3,28.4,13.9,646
2025-05-18 21:18:00,40.3,28.4,11.9,642
2025-05-18 21:18:00,42.5,28.5,14.0,646
2025-05-18 21:18:00,42.0,28.6,13.4,645
2025-05-18 21:18:00,40.3,28.7,11.6,641
2025-05-18 21:18:00,42.6,28.7,13.9,646
2025-05-18 21:18:00,42.3,28.8,13.5,646
2025-05-18 21:19:00,40.6,28.9,11.7,642
2025-05-18 21:19:00,42.9,29.1,13.9,647
2025-05-18 21:19:00,42.8,29.2,13.6,647
2025-05-18 21:19:00,41.0,29.2,11.8,643
2025-05-18 21:19:00,43.3,29.4,13.9,648
2025-05-18 21:19:00,43.2,29.5,13.7,647
2025-05-18 21:19:00,41.6,29.6,12.1,644
2025-05-18 21:19:00,43.6,29.7,13.9,648
2025-05-18 21:19:00,43.7,29.7,13.9,648
2025-05-18 21:19:00,42.3,29.8,12.5,646
2025-05-18 21:19:00,43.4,29.9,13.5,648
2025-05-18 21:19:00,44.0,30.0,14.0,649
2025-05-18 21:19:00,43.1,30.1,13.0,647
2025-05-18 21:19:00,43.1,30.2,12.9,647
2025-05-18 21:19:00,44.3,30.2,14.1,650
2025-05-18 21:19:00,43.6,30.4,13.3,648
2025-05-18 21:19:00,42.9,30.5,12.4,647
2025-05-18 21:19:00,44.7,30.6,14.1,651
2025-05-18 21:19:00,44.6,30.7,13.8,650
2025-05-18 21:19:00,43.2,30.9,12.3,647
2025-05-18 21:19:00,45.2,31.0,14.2,651
2025-05-18 21:19:00,45.6,31.1,14.4,652
2025-05-18 21:19:00,43.3,31.2,12.1,648
2025-05-18 21:19:00,45.6,31.3,14.2,652
2025-05-18 21:19:00,45.8,31.4,14.4,653
2025-05-18 21:19:00,43.7,31.6,12.2,649
2025-05-18 21:19:00,46.1,31.7,14.3,653
2025-05-18 21:19:00,45.8,31.9,13.9,653
2025-05-18 21:19:00,44.2,32.1,12.1,649
2025-05-18 21:19:00,46.0,32.1,13.9,653
2025-05-18 21:19:00,45.9,32.2,13.6,653
2025-05-18 21:19:00,44.9,32.3,12.6,651
2025-05-18 21:19:00,45.3,32.4,12.9,652
2025-05-18 21:19:00,46.2,32.5,13.7,654
2025-05-18 21:19:00,46.2,32.6,13.6,654
2025-05-18 21:19:00,44.6,32.7,11.9,650
2025-05-18 21:19:00,46.7,32.8,13.9,655
2025-05-18 21:19:00,46.8,32.9,13.9,655
2025-05-18 21:19:00,45.0,33.1,12.0,651
2025-05-18 21:19:00,46.4,33.2,13.2,654
2025-05-18 21:19:00,46.7,33.4,13.3,655
2025-05-18 21:19:00,46.3,33.4,12.9,654
2025-05-18 21:19:00,44.8,33.6,11.1,651
2025-05-18 21:19:00,46.9,33.7,13.1,655
2025-05-18 21:19:00,47.0,33.9,13.1,655
2025-05-18 21:19:00,45.4,34.1,11.3,652
2025-05-18 21:19:00,46.5,34.1,12.4,654
2025-05-18 21:19:00,47.0,34.2,12.8,655
2025-05-18 21:19:00,46.9,34.2,12.6,655
2025-05-18 21:19:00,45.3,34.4,10.9,652
2025-05-18 21:19:00,47.5,34.5,13.0,656
2025-05-18 21:19:00,47.7,34.7,13.0,657
2025-05-18 21:19:00,46.0,34.8,11.2,653
2025-05-18 21:19:00,47.6,34.9,12.6,656
2025-05-18 21:19:00,48.1,35.1,13.0,657
2025-05-18 21:19:00,47.7,35.2,12.5,657
2025-05-18 21:19:00,46.6,35.3,11.3,654
2025-05-18 21:20:00,48.6,35.4,13.3,659
2025-05-18 21:20:00,49.1,35.5,13.6,660
2025-05-18 21:20:00,47.0,35.6,11.4,655
2025-05-18 21:20:00,49.4,35.8,13.6,660
2025-05-18 21:20:00,49.1,35.9,13.2,660
2025-05-18 21:20:00,47.9,36.1,11.8,657
2025-05-18 21:20:00,48.7,36.3,12.4,659
2025-05-18 21:20:00,49.2,36.5,12.7,660
2025-05-18 21:20:00,48.5,36.6,11.9,658
2025-05-18 21:20:00,47.8,36.7,11.1,657
2025-05-18 21:20:00,49.6,36.8,12.8,661
2025-05-18 21:20:00,49.7,36.9,12.7,661
2025-05-18 21:20:00,48.0,37.1,10.9,657
2025-05-18 21:20:00,50.1,37.2,12.9,662
2025-05-18 21:20:00,50.2,37.3,12.9,662
2025-05-18 21:20:00,48.3,37.5,10.8,658
2025-05-18 21:20:00,50.5,37.7,12.8,662
2025-05-18 21:20:00,51.1,37.8,13.3,664
2025-05-18 21:20:00,49.1,38.0,11.1,659
2025-05-18 21:20:00,51.1,38.1,12.9,664
2025-05-18 21:20:00,51.6,38.2,13.3,665
2025-05-18 21:20:00,49.3,38.4,10.9,660
2025-05-18 21:20:00,51.7,38.7,13.0,665
2025-05-18 21:20:00,51.6,38.8,12.7,665
2025-05-18 21:20:00,50.5,39.1,11.4,662
2025-05-18 21:20:00,50.3,39.2,11.1,662
2025-05-18 21:20:00,52.0,39.3,12.7,665
2025-05-18 21:20:00,52.4,39.5,12.9,666
2025-05-18 21:20:00,50.4,39.6,10.8,662
2025-05-18 21:20:00,51.5,39.8,11.7,664
2025-05-18 21:20:00,52.5,40.0,12.5,667
2025-05-18 21:20:00,53.1,40.2,12.9,668
2025-05-18 21:20:00,51.2,40.4,10.8,664
2025-05-18 21:20:00,53.3,40.5,12.8,668
2025-05-18 21:20:00,53.5,40.6,12.9,669
2025-05-18 21:20:00,52.7,40.7,11.9,667
2025-05-18 21:20:00,51.1,40.9,10.2,664
2025-05-18 21:20:00,53.3,41.1,12.3,668
2025-05-18 21:20:00,53.6,41.2,12.3,669
2025-05-18 21:20:00,52.0,41.4,10.7,666
2025-05-18 21:20:00,53.3,41.6,11.6,668
2025-05-18 21:20:00,54.0,41.7,12.2,670
2025-05-18 21:20:00,54.1,41.9,12.2,670
2025-05-18 21:20:00,52.2,42.1,10.1,666
2025-05-18 21:20:00,54.5,42.2,12.3,671
2025-05-18 21:20:00,54.0,42.4,11.7,670
2025-05-18 21:20:00,53.4,42.6,10.9,668
2025-05-18 21:20:00,52.6,42.7,9.9,667
2025-05-18 21:20:00,54.6,42.9,11.8,671
2025-05-18 21:20:00,54.8,42.9,11.9,671
2025-05-18 21:20:00,53.5,43.1,10.4,668
2025-05-18 21:20:00,53.9,43.2,10.7,669
2025-05-18 21:20:00,55.3,43.4,11.9,672
2025-05-18 21:20:00,55.8,43.6,12.2,673
2025-05-18 21:20:00,53.8,43.7,10.1,669
2025-05-18 21:20:00,55.7,43.9,11.8,673
2025-05-18 21:21:00,55.8,44.0,11.8,673
2025-05-18 21:21:00,55.5,44.1,11.3,673
2025-05-18 21:21:00,54.0,44.4,9.6,670
2025-05-18 21:21:00,56.0,44.5,11.5,674
2025-05-18 21:21:00,56.1,44.6,11.5,674
2025-05-18 21:21:00,54.2,44.7,9.5,670
2025-05-18 21:21:00,55.4,44.9,10.4,672
2025-05-18 21:21:00,56.2,45.1,11.1,674
2025-05-18 21:21:00,56.4,45.2,11.2,675
2025-05-18 21:21:00,54.5,45.4,9.2,671
2025-05-18 21:21:00,57.1,45.6,11.6,676
2025-05-18 21:21:00,57.3,45.7,11.6,676
2025-05-18 21:21:00,55.8,45.8,10.0,673
2025-05-18 21:21:00,56.5,46.0,10.5,675
2025-05-18 21:21:00,57.9,46.1,11.7,677
2025-05-18 21:21:00,58.5,46.3,12.2,679
2025-05-18 21:21:00,56.5,46.5,10.0,675
2025-05-18 21:21:00,58.5,46.7,11.8,679
2025-05-18 21:21:00,58.5,46.8,11.7,679
2025-05-18 21:21:00,58.5,46.9,11.6,679
2025-05-18 21:21:00,56.8,47.1,9.7,675
2025-05-18 21:21:00,59.1,47.2,11.8,680
2025-05-18 21:21:00,58.9,47.4,11.5,680
2025-05-18 21:21:00,58.4,47.6,10.9,679
2025-05-18 21:21:00,57.3,47.7,9.5,676
2025-05-18 21:21:00,59.6,47.9,11.7,681
2025-05-18 21:21:00,59.5,48.1,11.4,681
2025-05-18 21:21:00,57.9,48.2,9.7,678
2025-05-18 21:21:00,58.2,48.3,9.9,678
2025-05-18 21:21:00,59.5,48.5,11.0,681
2025-05-18 21:21:00,60.1,48.6,11.5,682
2025-05-18 21:21:00,57.9,48.8,9.1,678
2025-05-18 21:21:00,60.3,49.0,11.3,683
2025-05-18 21:21:00,60.2,49.1,11.1,682
2025-05-18 21:21:00,58.3,49.2,9.0,678
2025-05-18 21:21:00,60.3,49.4,11.0,683
2025-05-18 21:21:00,60.3,49.5,10.8,683
2025-05-18 21:21:00,59.3,49.6,9.7,680
2025-05-18 21:21:00,60.0,49.7,10.3,682
2025-05-18 21:21:00,61.0,49.9,11.1,684
2025-05-18 21:21:00,60.4,50.1,10.3,683
2025-05-18 21:21:00,59.6,50.2,9.4,681
2025-05-18 21:21:00,61.3,50.4,10.9,685
2025-05-18 21:21:00,61.8,50.6,11.1,685
2025-05-18 21:21:00,59.8,50.8,9.0,681
2025-05-18 21:21:00,62.0,50.9,11.0,686
2025-05-18 21:21:00,62.2,51.1,11.1,686
2025-05-18 21:21:00,60.0,51.3,8.7,682
2025-05-18 21:21:00,61.9,51.4,10.5,686
2025-05-18 21:21:00,61.8,51.5,10.3,686
2025-05-18 21:21:00,60.8,51.6,9.2,684
2025-05-18 21:21:00,59.9,51.8,8.1,682
2025-05-18 21:21:00,61.9,51.9,10.0,686
2025-05-18 21:21:00,62.4,52.1,10.3,687
2025-05-18 21:21:00,60.3,52.2,8.1,683
2025-05-18 21:21:00,62.7,52.4,10.3,687
2025-05-18 21:21:00,62.3,52.6,9.7,687
2025-05-18 21:22:00,61.2,52.7,8.5,684
2025-05-18 21:22:00,60.9,52.8,8.1,684
2025-05-18 21:22:00,62.7,52.9,9.8,687
2025-05-18 21:22:00,63.1,53.1,10.0,688
2025-05-18 21:22:00,60.9,53.3,7.6,684
2025-05-18 21:22:00,63.4,53.4,10.0,689
2025-05-18 21:22:00,63.2,53.6,9.7,688
2025-05-18 21:22:00,61.9,53.7,8.2,686
2025-05-18 21:22:00,62.0,53.9,8.1,686
2025-05-18 21:22:00,63.3,53.9,9.3,689
2025-05-18 21:22:00,63.4,54.1,9.3,689
2025-05-18 21:22:00,61.3,54.2,7.1,685
2025-05-18 21:22:00,63.6,54.4,9.2,689
2025-05-18 21:22:00,63.8,54.5,9.3,690
2025-05-18 21:22:00,61.8,54.6,7.2,685
2025-05-18 21:22:00,64.2,54.7,9.4,690
2025-05-18 21:22:00,64.2,54.9,9.3,690
2025-05-18 21:22:00,63.1,55.1,8.0,688
2025-05-18 21:22:00,63.4,55.2,8.2,689
2025-05-18 21:22:00,64.9,55.3,9.6,692
2025-05-18 21:22:00,65.3,55.5,9.8,693
2025-05-18 21:22:00,63.5,55.7,7.8,689
2025-05-18 21:22:00,65.9,55.9,10.0,694
2025-05-18 21:22:00,66.4,56.0,10.4,695
2025-05-18 21:22:00,64.0,56.2,7.8,690
2025-05-18 21:22:00,66.4,56.3,10.1,695
2025-05-18 21:22:00,66.3,56.5,9.8,695
2025-05-18 21:22:00,64.6,56.6,8.0,691
2025-05-18 21:22:00,67.1,56.7,10.3,696
2025-05-18 21:22:00,67.1,56.9,10.2,696
2025-05-18 21:22:00,65.1,57.1,8.0,692
2025-05-18 21:22:00,67.5,57.2,10.3,697
2025-05-18 21:22:00,67.5,57.4,10.1,697
2025-05-18 21:22:00,65.2,57.6,7.7,693
2025-05-18 21:22:00,67.4,57.6,9.8,697
2025-05-18 21:22:00,68.0,57.8,10.2,698
2025-05-18 21:22:00,65.7,58.0,7.7,694
2025-05-18 21:22:00,67.7,58.1,9.6,698
2025-05-18 21:22:00,68.1,58.2,9.9,698
2025-05-18 21:22:00,65.3,58.4,7.0,693
2025-05-18 21:22:00,67.6,58.5,9.1,697
2025-05-18 21:22:00,68.0,58.6,9.4,698
2025-05-18 21:22:00,65.4,58.8,6.6,693
2025-05-18 21:22:00,67.7,58.9,8.8,698
2025-05-18 21:22:00,68.2,59.1,9.1,699
2025-05-18 21:22:00,65.8,59.2,6.6,694
2025-05-18 21:22:00,68.0,59.3,8.7,698
2025-05-18 21:22:00,68.2,59.5,8.7,699
2025-05-18 21:22:00,66.3,59.6,6.6,695
2025-05-18 21:22:00,68.5,59.7,8.7,699
2025-05-18 21:22:00,68.4,59.9,8.5,699
2025-05-18 21:22:00,66.6,60.0,6.6,695
2025-05-18 21:22:00,68.5,60.1,8.4,699
2025-05-18 21:22:00,68.6,60.2,8.4,699
2025-05-18 21:22:00,66.9,60.3,6.6,696
2025-05-18 21:22:00,69.1,60.5,8.6,701
2025-05-18 21:23:00,69.7,60.6,9.1,702
2025-05-18 21:23:00,67.5,60.6,6.9,697
2025-05-18 21:23:00,69.7,60.8,8.9,702
2025-05-18 21:23:00,70.1,60.9,9.2,703
2025-05-18 21:23:00,67.7,61.1,6.6,698
2025-05-18 21:23:00,69.8,61.2,8.6,702
2025-05-18 21:23:00,70.0,61.3,8.7,702
2025-05-18 21:23:00,67.8,61.4,6.4,698
2025-05-18 21:23:00,70.4,61.6,8.8,703
2025-05-18 21:23:00,70.4,61.7,8.7,703
2025-05-18 21:23:00,69.2,61.8,7.4,701
2025-05-18 21:23:00,70.0,61.9,8.1,702
2025-05-18 21:23:00,70.8,62.1,8.7,704
2025-05-18 21:23:00,70.5,62.2,8.3,703
2025-05-18 21:23:00,69.2,62.4,6.8,701
2025-05-18 21:23:00,71.5,62.5,9.0,705
2025-05-18 21:23:00,72.1,62.6,9.4,707
2025-05-18 21:23:00,70.1,62.8,7.3,703
2025-05-18 21:23:00,72.2,62.9,9.2,707
2025-05-18 21:23:00,72.4,63.1,9.3,707
2025-05-18 21:23:00,72.1,63.2,8.9,707
2025-05-18 21:23:00,70.6,63.4,7.2,704
2025-05-18 21:23:00,73.0,63.6,9.5,709
2025-05-18 21:23:00,73.1,63.7,9.3,709
2025-05-18 21:23:00,71.5,63.9,7.6,705
2025-05-18 21:23:00,72.6,64.1,8.5,708
2025-05-18 21:23:00,73.1,64.3,8.8,709
2025-05-18 21:23:00,72.9,64.3,8.6,708
2025-05-18 21:23:00,71.2,64.5,6.7,705
2025-05-18 21:23:00,73.5,64.6,8.9,710
2025-05-18 21:23:00,73.8,64.8,9.0,710
2025-05-18 21:23:00,71.3,64.9,6.4,705
2025-05-18 21:23:00,74.0,65.1,8.9,710
2025-05-18 21:23:00,74.0,65.2,8.8,711
2025-05-18 21:23:00,72.2,65.3,6.9,707
2025-05-18 21:23:00,74.9,65.5,9.4,712
2025-05-18 21:23:00,74.6,65.6,8.9,712
2025-05-18 21:23:00,72.7,65.8,6.9,708
2025-05-18 21:23:00,75.3,65.9,9.4,713
2025-05-18 21:23:00,75.4,66.1,9.3,713
2025-05-18 21:23:00,73.0,66.3,6.8,709
2025-05-18 21:23:00,75.5,66.4,9.1,714
2025-05-18 21:23:00,75.6,66.5,9.1,714
2025-05-18 21:23:00,73.3,66.6,6.7,709
2025-05-18 21:23:00,75.6,66.8,8.9,714
2025-05-18 21:23:00,76.0,66.8,9.2,715
2025-05-18 21:23:00,73.5,67.0,6.5,710
2025-05-18 21:23:00,75.8,67.1,8.7,714
2025-05-18 21:23:00,76.2,67.2,9.0,715
2025-05-18 21:23:00,73.6,67.4,6.2,710
2025-05-18 21:23:00,76.1,67.5,8.6,715
2025-05-18 21:23:00,76.2,67.6,8.5,715
2025-05-18 21:23:00,73.6,67.8,5.8,710
2025-05-18 21:23:00,76.0,67.9,8.0,715
2025-05-18 21:23:00,75.8,68.1,7.8,714
2025-05-18 21:23:00,73.1,68.2,5.0,709
2025-05-18 21:23:00,75.4,68.3,7.1,713
2025-05-18 21:24:00,75.5,68.4,7.2,714
2025-05-18 21:24:00,73.0,68.5,4.5,709
2025-05-18 21:24:00,75.3,68.6,6.7,713
2025-05-18 21:24:00,75.7,68.8,7.0,714
2025-05-18 21:24:00,73.2,68.8,4.4,709
2025-05-18 21:24:00,75.5,69.1,6.4,714
2025-05-18 21:24:00,75.9,69.1,6.8,714
2025-05-18 21:24:00,73.6,69.3,4.3,710
2025-05-18 21:24:00,76.2,69.5,6.7,715
2025-05-18 21:24:00,76.6,69.6,7.0,716
2025-05-18 21:24:00,74.5,69.8,4.7,711
2025-05-18 21:24:00,77.4,69.9,7.5,717
2025-05-18 21:24:00,77.6,70.0,7.6,718
2025-05-18 21:24:00,76.1,70.1,5.9,715
2025-05-18 21:24:00,78.4,70.3,8.2,720
2025-05-18 21:24:00,78.3,70.3,8.0,719
2025-05-18 21:24:00,76.7,70.4,6.3,716
2025-05-18 21:24:00,77.8,70.6,7.2,718
2025-05-18 21:24:00,78.9,70.8,8.0,720
2025-05-18 21:24:00,78.2,70.9,7.2,719
2025-05-18 21:24:00,77.8,71.1,6.7,718
2025-05-18 21:24:00,79.1,71.3,7.9,721
2025-05-18 21:24:00,78.9,71.4,7.5,720
2025-05-18 21:24:00,77.5,71.5,6.0,718
2025-05-18 21:24:00,79.4,71.6,7.9,722
2025-05-18 21:24:00,79.8,71.7,8.1,722
2025-05-18 21:24:00,77.4,71.8,5.7,718
2025-05-18 21:24:00,79.9,71.9,8.0,723
2025-05-18 21:24:00,80.4,72.0,8.4,724
2025-05-18 21:24:00,78.1,72.1,5.9,719
2025-05-18 21:24:00,80.6,72.3,8.3,724
2025-05-18 21:24:00,80.5,72.4,8.1,724
2025-05-18 21:24:00,78.2,72.6,5.7,719
2025-05-18 21:24:00,80.7,72.7,8.0,724
2025-05-18 21:24:00,80.4,72.8,7.6,724
2025-05-18 21:24:00,78.5,72.9,5.6,720
2025-05-18 21:24:00,80.1,73.1,7.1,723
2025-05-18 21:24:00,80.4,73.1,7.2,724
2025-05-18 21:24:00,78.9,73.3,5.6,720
2025-05-18 21:24:00,79.4,73.4,6.1,722
2025-05-18 21:24:00,80.4,73.4,6.9,724
2025-05-18 21:24:00,78.9,73.6,5.4,721
2025-05-18 21:24:00,78.7,73.8,5.0,720
2025-05-18 21:24:00,80.2,73.9,6.3,723
2025-05-18 21:24:00,79.4,74.0,5.4,722
2025-05-18 21:24:00,78.7,74.1,4.5,720
2025-05-18 21:24:00,80.1,74.3,5.9,723
2025-05-18 21:24:00,79.3,74.4,4.9,721
2025-05-18 21:24:00,79.0,74.4,4.6,721
2025-05-18 21:24:00,80.9,74.6,6.3,725
2025-05-18 21:24:00,80.3,74.6,5.7,723
2025-05-18 21:24:00,80.0,74.8,5.2,723
2025-05-18 21:24:00,82.0,74.9,7.2,727
2025-05-18 21:24:00,82.1,74.9,7.1,727
2025-05-18 21:24:00,80.6,75.1,5.5,724
2025-05-18 21:24:00,82.8,75.3,7.5,728
2025-05-18 21:25:00,83.1,75.3,7.7,729
2025-05-18 21:25:00,80.4,75.4,5.0,724
2025-05-18 21:25:00,82.9,75.6,7.3,729
2025-05-18 21:25:00,82.5,75.8,6.7,728
2025-05-18 21:25:00,80.5,75.8,4.7,724
2025-05-18 21:25:00,81.8,76.0,5.8,726
2025-05-18 21:25:00,82.3,76.1,6.3,728
2025-05-18 21:25:00,82.2,76.2,6.0,727
2025-05-18 21:25:00,80.4,76.3,4.2,724
2025-05-18 21:25:00,82.9,76.4,6.5,729
2025-05-18 21:25:00,83.0,76.5,6.5,729
2025-05-18 21:25:00,80.6,76.6,4.0,724
2025-05-18 21:25:00,82.5,76.8,5.7,728
2025-05-18 21:25:00,82.8,76.9,5.9,729
2025-05-18 21:25:00,82.2,77.1,5.0,727
2025-05-18 21:25:00,81.7,77.3,4.4,726
2025-05-18 21:25:00,83.3,77.4,5.9,730
2025-05-18 21:25:00,83.6,77.6,6.1,730
2025-05-18 21:25:00,81.3,77.6,3.7,725
2025-05-18 21:25:00,83.3,77.8,5.5,730
2025-05-18 21:25:00,83.8,77.8,6.0,731
2025-05-18 21:25:00,81.4,77.9,3.5,726
2025-05-18 21:25:00,83.8,78.1,5.7,731
2025-05-18 21:25:00,84.3,78.1,6.2,732
2025-05-18 21:25:00,81.8,78.3,3.5,726
2025-05-18 21:25:00,84.0,78.3,5.7,731
2025-05-18 21:25:00,84.4,78.5,5.9,732
2025-05-18 21:25:00,81.8,78.6,3.2,727
2025-05-18 21:25:00,84.3,78.8,5.6,732
2025-05-18 21:25:00,84.5,78.8,5.7,732
2025-05-18 21:25:00,82.1,78.9,3.2,727
2025-05-18 21:25:00,84.8,79.0,5.8,733
2025-05-18 21:25:00,84.8,79.1,5.6,733
2025-05-18 21:25:00,82.9,79.2,3.7,729
2025-05-18 21:25:00,84.8,79.3,5.4,733
2025-05-18 21:25:00,85.2,79.4,5.8,733
2025-05-18 21:25:00,84.2,79.6,4.7,731
2025-05-18 21:25:00,83.5,79.7,3.8,730
2025-05-18 21:25:00,85.3,79.8,5.5,734
2025-05-18 21:25:00,85.6,79.9,5.7,734
